日期,一房成交套数,一房成交面积,一房成交均价,一房可售套数,一房可售面积,二房成交套数,二房成交面积,二房成交均价,二房可售套数,二房可售面积,三房成交套数,三房成交面积,三房成交均价,三房可售套数,三房可售面积,四房成交套数,四房成交面积,四房成交均价,四房可售套数,四房可售面积,四房以上成交套数,四房以上成交面积,四房以上成交均价,四房以上可售套数,四房以上可售面积,复式成交套数,复式成交面积,复式成交均价,复式可售套数,复式可售面积,复式住宅成交套数,复式住宅成交面积,复式住宅成交均价,复式住宅可售套数,复式住宅可售面积,别墅成交套数,别墅成交面积,别墅成交均价,别墅可售套数,别墅可售面积,90平方米以下成交套数,90平方米以下成交面积,90平方米以下成交均价,90平方米以下成交金额,90~140平方米成交套数,90~140平方米成交面积,90~140平方米成交均价,90~140平方米成交金额,144平方米以上成交套数,144平方米以上成交面积,144平方米以上成交均价,144平方米以上成交金额,商业成交套数,商业成交面积,商业成交均价,商业可售套数,商业可售面积,办公楼成交套数,办公楼成交面积,办公楼成交均价,办公楼可售套数,办公楼可售面积,住宅成交套数,住宅成交面积,住宅成交均价,住宅可售套数,住宅可售面积
20160907,23,1400.97,52713,5492,417577.08,54,4702.16,47841,15480,1325389.87,10,1027.29,48535,11464,1312714.56,1,157.86,37023,3489,629909.17,0,0,0,1081,240966.50,0,0,0,394,71290.67,1,190.84,42300,822,164706.68,0,0,0,28,12443.47,80,6311.38,48672,307185885,7,819.04,50643,41478288,2,348.70,39911,13916935,31,1652.48,40476,19522,2105784.51,5,318.40,34810,4298,664287.77,89,7479.12,48479,38467,4208923.54
20160908,7,546.96,42106,5485,417030.12,41,3681.92,49402,15786,1350616.97,39,3776.91,47541,11422,1308417.63,7,1948.74,89723,3485,628721.73,2,731.53,127715,1079,240234.97,0,0,0,394,71290.67,2,350.45,65778,821,164785.28,0,0,0,28,12443.47,81,6884.05,44768,308187783,7,875.37,51082,44715799,13,3480.77,95533,332527459,75,4965.24,55510,19647,2112839.38,10,1924.90,65539,4286,662179.95,101,11240.19,60980,38714,4227262.70
20160911,10,606.88,67484,5560,427114.99,7,847.87,83548,15828,1359045.05,12,1419.81,75382,11342,1299412.49,5,1216.38,84173,3449,622328.92,2,367.06,87429,1064,237068.43,1,115.41,62334,390,70518.81,0,0,0,817,164070.38,0,0,0,28,12443.47,22,1629.14,60999,99375146,5,613.40,45810,28099794,10,2330.87,99970,233017351,7,398.92,51473,20146,2144037.11,0,0,0,4266,659331.05,37,4573.41,78824,38690,4225522.57
20160912,11,786.82,54100,5550,426400.83,26,2200.54,55560,15804,1357022.41,17,1762.05,67177,11327,1297866.20,10,1835.01,83584,3439,620493.91,2,414.93,93685,1062,236653.50,0,0,0,390,70518.81,1,151.91,52222,816,163918.47,0,0,0,28,12443.47,47,3795.25,51979,197273047,9,1027,62703,64395826,11,2329.01,95196,221713080,14,951.58,35526,20132,2143085.53,3,175.34,40764,4263,659155.71,67,7151.26,67594,38628,4218837.63
20160913,17,1538.91,47229,5609,431044.90,58,5019.53,44962,16127,1384516.12,35,4497.95,51163,11349,1298591.36,14,2645.70,92197,3426,618024.76,1,184.02,77192,1061,236469.48,0,0,0,390,70518.81,2,303.13,66959,816,164306.76,0,0,0,28,12443.47,89,7557.27,44907,339370794,20,2477.93,48654,120561681,18,4154.04,83532,346994552,56,3522.25,57092,20093,2148287.55,5,271.75,29966,4228,644730.18,127,14189.24,56869,39018,4249435.69
20160918,5,451.31,75387,5310,414563.94,23,1820.38,49227,16006,1373171.77,29,2941.87,57657,11266,1288721.40,4,732.96,70484,3406,613810.01,0,0,0,1058,235633.05,0,0,0,389,70418.57,2,263.09,109608,813,163094.18,0,0,0,28,12443.47,52,4294.57,47407,203593241,5,593.25,64990,38555235,6,1321.79,99565,131603641,2,129.69,37695,19992,2142931.78,0,0,0,4217,643083.24,63,6209.61,60189,38488,4205376.42
20160919,23,1787.64,54914,5287,412760.08,42,3453.95,45036,15987,1371695.32,45,4585.18,52901,11226,1284752.15,18,2545.02,56269,3391,611692.34,0,0,0,1058,235633.05,1,207.55,66123,390,70704.76,1,86.54,150691,812,163007.64,0,0,0,28,12443.47,94,7583.37,47398,359437343,30,3715.35,47781,177524049,6,1367.16,94566,129286254,83,4613.01,53982,20215,2161528.86,0,0,0,4217,643083.24,130,12665.88,52602,38391,4196208.84
20160920,19,1486.76,43131,5268,411273.32,42,3808.52,48430,15945,1367886.80,32,3432.35,63479,11196,1281814.08,6,923.14,65394,3385,610761.26,1,228.93,107592,1057,235404.12,2,265.61,78526,388,70439.15,1,87.22,142508,811,162920.42,0,0,0,28,12443.47,80,6713.74,46406,311554464,12,1409.60,49922,70369722,11,2109.19,96157,202812560,57,5993.94,37209,20158,2155534.92,15,1523.12,26623,4202,641560.12,103,10232.53,57145,38290,4186462.65
20160921,11,830.79,55873,5258,410515.19,39,3728.75,60784,15574,1335907.39,18,2060.51,64504,11002,1257973.67,8,1549.22,73422,3378,609396.53,2,375.09,92164,1012,226441.82,1,115.41,62334,387,70323.74,0,0,0,811,162920.42,0,0,0,28,12443.47,57,4785.02,49180,235326368,11,1394.66,50299,70150624,11,2480.09,103228,256013597,64,4113.09,59418,20094,2151421.83,7,500.93,32342,4195,641059.19,79,8659.77,64839,37662,4119442.26
20160922,21,1820.33,44702,5237,408694.86,54,4948,53625,16185,1386563.89,25,2461.81,51002,12025,1368440.78,7,1053.54,58183,3597,644053.94,2,440.91,81539,1052,234402.12,2,215.63,67687,386,70208.35,0,0,0,811,162920.42,0,0,0,28,12443.47,84,7036.92,46205,325143150,16,1809.35,42072,76122358,11,2093.95,87321,182844815,56,3409.94,53008,20242,2191456.36,8,604.13,23658,4188,640506.87,111,10940.22,53391,39533,4321247.86
20160926,19,1514.73,42121,5562,432118.42,33,2754.20,54340,17108,1469990.52,14,1659.13,62537,12749,1437091.90,5,988.37,99806,3663,652656.82,2,729.15,115203,1046,232928.71,0,0,0,608,94841.54,0,0,0,809,162657.03,0,0,0,28,12443.47,56,4589.98,50020,229588673,7,874.31,59990,52449659,10,2181.29,99863,217830590,0,0,0,20388,2197677.97,0,0,0,4163,636911.98,73,7645.58,65380,41784,4528104.35
20160927,16,1497.08,57884,5546,430621.34,52,4332.33,48367,17058,1465838.90,25,3132.06,59194,12725,1434049.76,7,1169.83,66349,3656,651486.99,0,0,0,1046,232928.71,0,0,0,608,94841.54,1,87.24,149037,808,162569.79,0,0,0,28,12443.47,75,6213.95,47245,293577918,17,2140.56,47631,101957003,9,1864.03,94785,176682596,35,1966.43,56319,20353,2195711.54,9,1417.39,20092,4154,635494.59,101,10218.54,55998,41686,4518156.44
